Total female entries: 96,320

Rank  Name          Number       95%     %-age  Cumulative
                    in Sample    Conf.          %-age
----  ----          ---------    -----   ------  ----------
 489            MARIAM      9 +- 5.9     0.01%  88.92%
 490          ARAMINTA      9 +- 5.9     0.01%  88.93%
 491            ALTHEA      9 +- 5.9     0.01%  88.94%
 492            EUDORA      9 +- 5.9     0.01%  88.95%
 493           FLORIDA      9 +- 5.9     0.01%  88.96%
 494          SAPHRONA      9 +- 5.9     0.01%  88.97%
 495             BIDDY      9 +- 5.9     0.01%  88.98%
 496             EVANS      9 +- 5.9     0.01%  88.99%
 497               NOT      9 +- 5.9     0.01%  89.00%
 498            JOSEFA      9 +- 5.9     0.01%  89.01%
 499            SALOME      9 +- 5.9     0.01%  89.02%
 500           TELITHA      9 +- 5.9     0.01%  89.03%
 501          EMMELINE      9 +- 5.9     0.01%  89.04%
 502            ROSENA      9 +- 5.9     0.01%  89.05%
 503           SOPHIAH      9 +- 5.9     0.01%  89.06%
 504            POLLEY      9 +- 5.9     0.01%  89.06%
 505             ADELE      9 +- 5.9     0.01%  89.07%
 506            ALMINA      9 +- 5.9     0.01%  89.08%
 507           ISABELA      9 +- 5.9     0.01%  89.09%
 508              ROXY      9 +- 5.9     0.01%  89.10%
 509             ANNAH      9 +- 5.9     0.01%  89.11%
 510               MAR      9 +- 5.9     0.01%  89.12%
 511             PHILA      9 +- 5.9     0.01%  89.13%
 512                ME      9 +- 5.9     0.01%  89.14%
 513           MARGERY      9 +- 5.9     0.01%  89.15%
 514             SAROH      9 +- 5.9     0.01%  89.16%
 515           ADALADE      9 +- 5.9     0.01%  89.17%
 516              CLOE      9 +- 5.9     0.01%  89.18%
 517              CLOA      9 +- 5.9     0.01%  89.19%
 518           MAHALEY      9 +- 5.9     0.01%  89.20%
 519           PATRICK      8 +- 5.5     0.01%  89.20%
 520          MARGARIT      8 +- 5.5     0.01%  89.21%
 521               EDY      8 +- 5.5     0.01%  89.22%
 522            EMELIA      8 +- 5.5     0.01%  89.23%
 523              ALCY      8 +- 5.5     0.01%  89.24%
 524           DORINDA      8 +- 5.5     0.01%  89.25%
 525           CATHERN      8 +- 5.5     0.01%  89.25%
 526            MARSHA      8 +- 5.5     0.01%  89.26%
 527            ROWENA      8 +- 5.5     0.01%  89.27%
 528          MARIETTE      8 +- 5.5     0.01%  89.28%
 529          SEMANTHA      8 +- 5.5     0.01%  89.29%
 530              LYDA      8 +- 5.5     0.01%  89.30%
 531          FRANCINA      8 +- 5.5     0.01%  89.30%
 532            JEMINA      8 +- 5.5     0.01%  89.31%
 533         CORNELIUS      8 +- 5.5     0.01%  89.32%
 534               EDA      8 +- 5.5     0.01%  89.33%
 535                 V      8 +- 5.5     0.01%  89.34%
 536           DOLORES      8 +- 5.5     0.01%  89.34%
 537            JENNET      8 +- 5.5     0.01%  89.35%
 538            CLARRA      8 +- 5.5     0.01%  89.36%
 539            MAHALY      8 +- 5.5     0.01%  89.37%
 540          GEORGIAN      8 +- 5.5     0.01%  89.38%
 541            VIOLET      8 +- 5.5     0.01%  89.39%
 542             UNICE      8 +- 5.5     0.01%  89.39%
 543           GILBERT      8 +- 5.5     0.01%  89.40%
 544             DICEY      8 +- 5.5     0.01%  89.41%
 545            HEPSEY      8 +- 5.5     0.01%  89.42%
 546          JULIANNA      8 +- 5.5     0.01%  89.43%
 547            DIANNA      8 +- 5.5     0.01%  89.44%
 548            DEBORA      8 +- 5.5     0.01%  89.44%
 549         CELESTINE      8 +- 5.5     0.01%  89.45%
 550            DARCUS      8 +- 5.5     0.01%  89.46%
 551             ALLEN      8 +- 5.5     0.01%  89.47%
 552           HARIETT      8 +- 5.5     0.01%  89.48%
 553           TERESSA      8 +- 5.5     0.01%  89.49%
 554            ALBERT      8 +- 5.5     0.01%  89.49%
 555                WM      8 +- 5.5     0.01%  89.50%
 556            SOPHIE      8 +- 5.5     0.01%  89.51%
 557         LOUISIANA      8 +- 5.5     0.01%  89.52%
 558             LETTY      8 +- 5.5     0.01%  89.53%
 559           CELESTE      8 +- 5.5     0.01%  89.54%
 560         AUGUSTINE      8 +- 5.5     0.01%  89.54%
 561            ACHSAH      8 +- 5.5     0.01%  89.55%
 562           ASENITH      8 +- 5.5     0.01%  89.56%
 563          THERESSA      8 +- 5.5     0.01%  89.57%
 564            ALMYRA      8 +- 5.5     0.01%  89.58%
 565         ANTONETTE      8 +- 5.5     0.01%  89.59%
 566            SALOMA      8 +- 5.5     0.01%  89.59%
 567           BARBERY      8 +- 5.5     0.01%  89.60%
 568           FRELOVE      8 +- 5.5     0.01%  89.61%
 569             WINNY      8 +- 5.5     0.01%  89.62%
 570          COLUMBIA      8 +- 5.5     0.01%  89.63%
 571            OLIVER      8 +- 5.5     0.01%  89.64%
 572                SC      8 +- 5.5     0.01%  89.64%
 573            PALINA      8 +- 5.5     0.01%  89.65%
 574             ABIAH      7 +- 5.2     0.01%  89.66%
 575            PHOEBA      7 +- 5.2     0.01%  89.67%
 576           ORVILLA      7 +- 5.2     0.01%  89.67%
 577            MORIAH      7 +- 5.2     0.01%  89.68%
 578           LUCILLA      7 +- 5.2     0.01%  89.69%
 579            JESSIE      7 +- 5.2     0.01%  89.70%
 580           ELLINOR      7 +- 5.2     0.01%  89.70%
 581              ADEL      7 +- 5.2     0.01%  89.71%
 582         KATHERINE          CATHAREIN      7 +- 5.2     0.01%  89.80%
 594          EMMALINE      7 +- 5.2     0.01%  89.80%
 595              ELCY      7 +- 5.2     0.01%  89.81%
 596            PHEOBE      7 +- 5.2     0.01%  89.82%
 597             MATHA      7 +- 5.2     0.01%  89.83%
 598          ELIZBETH      7 +- 5.2     0.01%  89.83%
 599          WINIFRED      7 +- 5.2     0.01%  89.84%
 600          TRIPHENA      7 +- 5.2     0.01%  89.85%
 601             LOUSA      7 +- 5.2     0.01%  89.86%
 602             MINNA      7 +- 5.2     0.01%  89.86%
 603           ROSILLA      7 +- 5.2     0.01%  89.87%
 604             EMALY      7 +- 5.2     0.01%  89.88%
 605           MARGARY      7 +- 5.2     0.01%  89.88%
 606           TIPPINS      7 +- 5.2     0.01%  89.89%
 607            LOUESA      7 +- 5.2     0.01%  89.90%
 608         HENRYETTA      7 +- 5.2     0.01%  89.91%
 609           JOANNAH      7 +- 5.2     0.01%  89.91%
 610           ADELADE      7 +- 5.2     0.01%  89.92%
 611             LINDA      7 +- 5.2     0.01%  89.93%
 612              FANY      7 +- 5.2     0.01%  89.94%
 613        CHRISTIANN      7 +- 5.2     0.01%  89.94%
 614         BATHSHEBA      7 +- 5.2     0.01%  89.95%
 615             ALSEY      7 +- 5.2     0.01%  89.96%
 616          DOROTHEA      7 +- 5.2     0.01%  89.96%
 617              LACY      7 +- 5.2     0.01%  89.97%
 618            DORCUS      7 +- 5.2     0.01%  89.98%
 619             KEZIA      7 +- 5.2     0.01%  89.99%
 620          JOHANNAH      7 +- 5.2     0.01%  89.99%
 621             JENNY      7 +- 5.2     0.01%  90.00%
 622              EMLY      7 +- 5.2     0.01%  90.01%
 623           MARIETT      7 +- 5.2     0.01%  90.02%
 624           MARYETT      7 +- 5.2     0.01%  90.02%
 625            PERSIS      7 +- 5.2     0.01%  90.03%
 626             SWOOP      7 +- 5.2     0.01%  90.04%
 627                 O      6 +- 4.8     0.01%  90.04%
 628            MARTIN      6 +- 4.8     0.01%  90.05%
 629           EMOLINE      6 +- 4.8     0.01%  90.06%
 630          ELEONORA      6 +- 4.8     0.01%  90.06%
 631        GEORGEANNA      6 +- 4.8     0.01%  90.07%
 632              ANNY      6 +- 4.8     0.01%  90.07%
 633            FRANKY      6 +- 4.8     0.01%  90.08%
 634             YOUNG      6 +- 4.8     0.01%  90.09%
 635             JULIE      6 +- 4.8     0.01%  90.09%
 636            MILLER      6 +- 4.8     0.01%  90.10%
 637           THURSEY      6 +- 4.8     0.01%  90.11%
 638           BETHENA      6 +- 4.8     0.01%  90.11%
 639         SHARLOTTE      6 +- 4.8     0.01%  90.12%
 640         THEODOSIA      6 +- 4.8     0.01%  90.12%
 641            MELISA      6 +- 4.8     0.01%  90.13%
 642            GEMIMA      6 +- 4.8     0.01%  90.14%
 643              LORA      6 +- 4.8     0.01%  90.14%
 644         GENEVIEVE      6 +- 4.8     0.01%  90.15%
 645             EDNEY      6 +- 4.8     0.01%  90.16%
 646            HARRIS      6 +- 4.8     0.01%  90.16%
 647             SOPHY      6 +- 4.8     0.01%  90.17%
 648            LORENA      6 +- 4.8     0.01%  90.17%
 649          JEANETTE      6 +- 4.8     0.01%  90.18%
 650            MALINA      6 +- 4.8     0.01%  90.19%
 651           SYLVINA      6 +- 4.8     0.01%  90.19%
 652              DORA      6 +- 4.8     0.01%  90.20%
 653           CHARLOT      6 +- 4.8     0.01%  90.21%
 654              EFFA      6 +- 4.8     0.01%  90.21%
 655                 K      6 +- 4.8     0.01%  90.22%
 656            FANNEY      6 +- 4.8     0.01%  90.22%
 657        EXPERIENCE      6 +- 4.8     0.01%  90.23%
 658             LARRY      6 +- 4.8     0.01%  90.24%
 659            MADORA      6 +- 4.8     0.01%  90.24%
 660                EM      6 +- 4.8     0.01%  90.25%
 661             LUCEY      6 +- 4.8     0.01%  90.26%
 662             LILLY      6 +- 4.8     0.01%  90.26%
 663          COURTNEY      6 +- 4.8     0.01%  90.27%
 664            REGINA      6 +- 4.8     0.01%  90.27%
 665              VINA      6 +- 4.8     0.01%  90.28%
 666            EMELIE      6 +- 4.8     0.01%  90.29%
 667          LAURETTA      6 +- 4.8     0.01%  90.29%
 668           ANTONIA      6 +- 4.8     0.01%  90.30%
 669         ELEZABETH      6 +- 4.8     0.01%  90.31%
 670            ALBINA      6 +- 4.8     0.01%  90.31%
 671                SE      6 +- 4.8     0.01%  90.32%
 672           BETHANY      6 +- 4.8     0.01%  90.32%
 673             ELIRA      6 +- 4.8     0.01%  90.33%
 674              LURA      6 +- 4.8     0.01%  90.34%
 675           ADELAID      6 +- 4.8     0.01%  90.34%
 676              RITA      6 +- 4.8     0.01%  90.35%
 677          ROSEANNA      6 +- 4.8     0.01%  90.36%
 678           ROSALIE      6 +- 4.8     0.01%  90.36%
 679              BELL      6 +- 4.8     0.01%  90.37%
 680              MENA      6 +- 4.8     0.01%  90.37%
 681          PRISILLA      6 +- 4.8     0.01%  90.38%
 682          PHILINDA      6 +- 4.8     0.01%  90.39%
 683           AURILLA      6 +- 4.8     0.01%  90.39%
 684             JUDAH      6 +- 4.8     0.01%  90.40%
 685         PARTHENIA      6 +- 4.8     0.01%  90.40%
 686             LANEY      6 +- 4.8     0.01%  90.41%
 687              RODY      6 +- 4.8     0.01%  90.42%
 688             BOONE      6 +- 4.8     0.01%  90.42%
 689             LYNCH      6 +- 4.8     0.01%  90.43%
 690              ELZA      6 +- 4.8     0.01%  90.44%
 691             ALLIS      6 +- 4.8     0.01%  90.44%
 692             RUTHY      6 +- 4.8     0.01%  90.45%
 693             SELIA      6 +- 4.8     0.01%  90.45%
 694          FREDRICA      6 +- 4.8     0.01%  90.46%
 695           LOUVINA      6 +- 4.8     0.01%  90.47%
 696           CAROINE      6 +- 4.8     0.01%  90.47%
 697           HELLENA      6 +- 4.8     0.01%  90.48%
 698            JANETT      6 +- 4.8     0.01%  90.49%
 699             SILVA      6 +- 4.8     0.01%  90.49%
 700              ELSY      6 +- 4.8     0.01%  90.50%
 701           MARG.TT      6 +- 4.8     0.01%  90.50%
 702             JACOB      6 +- 4.8     0.01%  90.51%
 703              LINA      6 +- 4.8     0.01%  90.52%
 704            LUVINA      6 +- 4.8     0.01%  90.52%
 705         CHRISTENE      6 +- 4.8     0.01%  90.53%
 706           LATITIA      6 +- 4.8     0.01%  90.54%
 707            FARMER      6 +- 4.8     0.01%  90.54%
 708            MEDORA      6 +- 4.8     0.01%  90.55%
 709            ARILLA      6 +- 4.8     0.01%  90.55%
 710              AMEY      6 +- 4.8     0.01%  90.56%
 711             EMLEY      6 +- 4.8     0.01%  90.57%
 712            JAMIMA      6 +- 4.8     0.01%  90.57%
 713         CHARLOTTA      6 +- 4.8     0.01%  90.58%
 714           SAREPTA      6 +- 4.8     0.01%  90.59%
Total=87252
